fips,country,state,county,level,lat,locationId,long,population,metrics.testPositivityRatio,metrics.testPositivityRatioDetails.source,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,unused1,unused2,metrics.icuCapacityRatio,riskLevels.overall,riskLevels.testPositivityRatio,riskLevels.caseDensity,riskLevels.contactTracerCapacityRatio,riskLevels.infectionRate,unused3,riskLevels.icuCapacityRatio,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,unused4,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,unused5,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,lastUpdatedDate,url,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered,cdcTransmissionLevel,actuals.vaccinationsAdditionalDose,metrics.vaccinationsAdditionalDoseRatio,metrics.weeklyNewCasesPer100k,hsa,hsaPopulation,actuals.hsaHospitalBeds.capacity,actuals.hsaHospitalBeds.currentUsageTotal,actuals.hsaHospitalBeds.currentUsageCovid,actuals.hsaIcuBeds.capacity,actuals.hsaIcuBeds.currentUsageTotal,actuals.hsaIcuBeds.currentUsageCovid,metrics.bedsWithCovidPatientsRatio,hsaName,actuals.hospitalBeds.weeklyCovidAdmissions,actuals.hsaHospitalBeds.weeklyCovidAdmissions,metrics.weeklyCovidAdmissionsPer100k,communityLevels.cdcCommunityLevel,communityLevels.canCommunityLevel,actuals.vaccinationsFall2022BivalentBooster,metrics.vaccinationsFall2022BivalentBoosterRatio
10100,US,,,cbsa,,iso1:us#cbsa:10100,,42668,,other,,,,,,,,4,4,4,4,4,,4,13391,15,,,,110,53,3,,,,,,0,,30500,25424,2024-07-21,,0.715,0.596,0,,4,12956,0.304,,,,314,138,1,32,7,1,,,12,8,,,,6929,0.162
10140,US,,,cbsa,,iso1:us#cbsa:10140,,75061,,other,,,,,,,1.0,4,4,4,4,4,,3,20689,0,,,,68,63,2,,6,6,1,,0,,52055,47773,2024-07-21,,0.694,0.636,0,,4,25503,0.34,,,,743,614,4,59,42,0,0.035,,6,4,,,0,12675,0.169
10180,US,,,cbsa,,iso1:us#cbsa:10180,,172060,,other,,,,,,,,4,4,4,4,4,,4,52561,472,,,,,,,,,,,,0,,100196,86045,2024-07-21,,0.582,0.5,0,,4,33650,0.196,,,,1472,1214,8,72,63,2,,,,12,,,,13787,0.08
10220,US,,,cbsa,,iso1:us#cbsa:10220,,38284,,other,,,,,,,0.87,4,4,4,4,4,,3,17095,21,,,,78,57,0,,11,10,0,,0,,25166,20497,2024-07-21,,0.657,0.535,0,,4,8341,0.218,,,,115,74,0,11,10,0,0.009,,4,4,,,0,3826,0.1
10300,US,,,cbsa,,iso1:us#cbsa:10300,,98451,,other,,,,,,,0.49,4,4,4,4,4,,0,31362,80,,,,53,35,0,,11,5,0,,0,,56315,53693,2024-07-21,,0.572,0.545,0,,4,29123,0.296,,,,448,329,2,105,90,1,0.016,,5,4,,,0,9478,0.096
10380,US,,,cbsa,,iso1:us#cbsa:10380,,289289,,other,15.7,,0.79,0.27,,,,2,4,2,4,0,,4,105009,0,,,,,,,,,,,,0,,253879,238125,2024-07-21,,0.878,0.823,0,,3,151989,0.525,109.9,,,,,,,,,0.009,,,,2.2,,0,18942,0.065
10420,US,,,cbsa,,iso1:us#cbsa:10420,,703479,,other,,,,,,,0.72,4,4,4,4,4,,1,189961,1669,,,,1533,1156,14,,175,126,8,,0,,484533,454895,2024-07-21,,0.689,0.647,0,,4,272852,0.388,,,,3382,2570,8,374,270,1,,,32,12,,,,133330,0.19
10460,US,,,cbsa,,iso1:us#cbsa:10460,,67490,,other,,,,,,,1.0,4,4,4,4,4,,3,17250,0,,,,78,52,0,,3,3,0,,0,,31611,27766,2024-07-21,,0.468,0.411,0,,4,,,,,,106,60,0,5,5,1,0.011,,8,8,,,0,,
10500,US,,,cbsa,,iso1:us#cbsa:10500,,146726,,other,,,,,,,,4,4,4,4,4,,4,41466,230,,,,,,,,,,,,0,,84086,73400,2024-07-21,,0.573,0.5,0,,4,32031,0.218,,,,1804,1476,22,152,141,9,,,,24,,,,11614,0.079
10540,US,,,cbsa,,iso1:us#cbsa:10540,,129749,,other,,,,,,,0.87,4,4,4,4,4,,3,33695,82,,,,121,70,1,,9,8,0,,0,,81828,74359,2024-07-21,,0.631,0.573,0,,4,41434,0.319,,,,304,228,4,29,25,0,0.014,,4,5,,,0,19496,0.15
10580,US,,,cbsa,,iso1:us#cbsa:10580,,880381,,other,,,,,,,0.68,4,4,4,4,4,,0,236042,537,,,,1981,1591,13,,171,116,15,,0,,766218,679330,2024-07-21,,0.87,0.772,0,,4,414671,0.471,,,,4704,3682,32,405,269,3,0.007,,21,28,,,0,212034,0.241
10620,US,,,cbsa,,iso1:us#cbsa:10620,,62806,,other,,,,,,,0.6,4,4,4,4,4,,0,24223,13,,,,117,64,1,,18,10,0,,0,,29701,28030,2024-07-21,,0.473,0.446,0,,4,15777,0.251,,,,914,683,4,104,82,0,,,5,11,,,,,
10660,US,,,cbsa,,iso1:us#cbsa:10660,,30281,,other,,,,,,,0.61,4,4,4,4,4,,0,10634,0,,,,66,47,0,,4,2,0,,0,,19259,18128,2024-07-21,,0.636,0.599,0,,4,11498,0.38,,,,78,53,0,6,2,0,0.012,,4,4,,,0,6541,0.216
10700,US,,,cbsa,,iso1:us#cbsa:10700,,96774,,other,,,,,,,0.82,4,4,4,4,4,,2,33213,142,,,,133,84,0,,16,13,1,,0,,55689,45940,2024-07-21,,0.575,0.475,0,,4,17366,0.179,,,,561,409,1,76,67,2,0.004,,4,6,,,0,5467,0.056
10740,US,,,cbsa,,iso1:us#cbsa:10740,,918018,,other,,,,,,,,4,4,4,4,4,,4,274148,2101,,,,,,,,,,,,0,,650391,579277,2024-07-21,,0.708,0.631,0,,4,,,,,,9632,8243,102,740,690,23,,,,76,,,,,
10760,US,,,cbsa,,iso1:us#cbsa:10760,,51030,,other,,,,,,,,4,4,4,4,4,,4,18540,64,,,,,,,,,,,,0,,24360,20552,2024-07-21,,0.477,0.403,0,,4,9266,0.182,,,,565,374,6,48,33,2,,,,10,,,,3218,0.063
10780,US,,,cbsa,,iso1:us#cbsa:10780,,152037,,other,,,,,,,,4,4,4,4,4,,4,51173,291,,,,,,,,,,,,0,,88622,76956,2024-07-21,,0.583,0.506,0,,4,31786,0.209,,,,1668,960,12,170,101,2,,,,10,,,,9723,0.064
10820,US,,,cbsa,,iso1:us#cbsa:10820,,38141,,other,,,,,,,0.31,4,4,4,4,4,,0,13543,26,,,,55,25,0,,6,1,0,,0,,24238,22688,2024-07-21,,0.635,0.595,0,,4,15033,0.394,,,,87,35,0,9,1,0,0.016,,4,8,,,0,9070,0.238
10860,US,,,cbsa,,iso1:us#cbsa:10860,,51639,,other,,,,,,,,4,4,4,4,4,,4,19048,21,,,,,,,,,,,,0,,35158,29556,2024-07-21,,0.681,0.572,0,,4,12829,0.248,,,,2106,1709,32,207,156,4,,,,84,,,,5198,0.101
10900,US,,,cbsa,,iso1:us#cbsa:10900,,844052,,other,,,,,,,0.65,4,4,4,4,4,,0,265907,2040,,,,2180,1754,23,,271,175,3,,0,,680217,604585,2024-07-21,,0.806,0.716,0,,4,304147,0.36,,,,7147,5751,37,855,563,8,,,59,26,,,,,
10940,US,,,cbsa,,iso1:us#cbsa:10940,,40711,,other,,,,,,,0.14,4,4,4,4,4,,0,13303,32,,,,89,62,2,,9,1,0,,0,,19247,19139,2024-07-21,,0.473,0.47,0,,4,11092,0.272,,,,2025,1510,8,184,128,1,0.022,,5,6,,,0,2954,0.073
10980,US,,,cbsa,,iso1:us#cbsa:10980,,28405,,other,,,,,,,0.43,4,4,4,4,4,,0,6787,23,,,,53,34,0,,8,3,0,,0,,16303,16230,2024-07-21,,0.574,0.571,0,,4,9810,0.345,,,,53,34,0,8,3,0,0.011,,4,4,14.1,,1,3494,0.123
11020,US,,,cbsa,,iso1:us#cbsa:11020,,121829,,other,,,,,,,0.72,4,4,4,4,4,,1,35489,410,,,,333,267,0,,43,31,0,,0,,71751,64253,2024-07-21,,0.589,0.527,0,,4,31102,0.255,,,,874,641,1,85,56,0,0.003,,4,4,3.3,,0,,
11060,US,,,cbsa,,iso1:us#cbsa:11060,,24530,,other,,,,,,,0.21,4,4,4,4,4,,0,8339,16,,,,36,19,1,,4,0,0,,0,,16089,13803,2024-07-21,,0.656,0.563,0,,4,5571,0.227,,,,66,31,1,4,0,0,0.032,,4,4,,,0,2276,0.093
11100,US,,,cbsa,,iso1:us#cbsa:11100,,265053,,other,,,,,,,,4,4,4,4,4,,4,68476,643,,,,,,,,,,,,0,,145807,125317,2024-07-21,,0.55,0.473,0,,4,49473,0.187,,,,4037,3193,28,475,415,2,,,,50,,,,19812,0.075
11140,US,,,cbsa,,iso1:us#cbsa:11140,,34781,,other,,,,,,,,4,4,4,4,4,,4,10233,0,,,,,,,,,,,,0,,20487,17907,2024-07-21,,0.589,0.515,0,,4,8052,0.232,,,,819,595,4,117,94,1,,,,8,,,,2830,0.081
11180,US,,,cbsa,,iso1:us#cbsa:11180,,123351,,other,,,,,,,,4,4,4,4,4,,4,30016,0,,,,206,134,2,,,,,,0,,88433,81557,2024-07-21,,0.717,0.661,0,,4,50579,0.41,,,,576,342,2,38,19,2,,,10,10,,,,29951,0.243
11220,US,,,cbsa,,iso1:us#cbsa:11220,,49221,,other,,,,,,,0.67,4,4,4,4,4,,0,15295,28,,,,108,65,1,,7,4,0,,0,,37255,34006,2024-07-21,,0.757,0.691,0,,4,19601,0.398,,,,108,65,1,7,4,0,0.009,,4,4,,,0,8262,0.168
11260,US,,,cbsa,,iso1:us#cbsa:11260,,396317,,other,,,,,,,0.51,4,4,4,4,4,,0,162259,408,,,,707,533,5,,64,32,1,,0,,282897,251164,2024-07-21,,0.714,0.634,0,,4,124257,0.314,,,,1341,1120,2,104,69,2,,,23,12,,,,55858,0.141
11380,US,,,cbsa,,iso1:us#cbsa:11380,,18705,,other,,,,,,,,4,4,4,4,4,,4,4498,0,,,,37,10,0,,1,1,0,,0,,9573,8477,2024-07-21,,0.512,0.453,0,,4,3156,0.169,,,,123,42,0,1,1,1,,,4,4,,,,618,0.033
11420,US,,,cbsa,,iso1:us#cbsa:11420,,34594,,other,,,,,,,,4,4,4,4,4,,4,11627,13,,,,25,17,0,,0,0,,,0,,18743,17121,2024-07-21,,0.542,0.495,0,,4,9178,0.265,,,,1545,1132,5,305,232,1,0.023,,4,5,,,0,3809,0.11
11460,US,,,cbsa,,iso1:us#cbsa:11460,,367601,,other,,,,,,,0.84,4,4,4,4,4,,2,111333,290,,,,1697,1526,22,,171,143,1,,0,,287071,273182,2024-07-21,,0.781,0.743,0,,4,174036,0.473,,,,10908,8950,81,1217,934,3,0.013,,14,58,3.8,,0,56988,0.155
11500,US,,,cbsa,,iso1:us#cbsa:11500,,113605,,other,,,,,,,0.87,4,4,4,4,4,,3,41912,358,,,,239,171,1,,18,15,0,,0,,67165,55615,2024-07-21,,0.591,0.49,0,,4,22007,0.194,,,,597,465,0,44,35,0,,,4,4,,,,7679,0.068
11540,US,,,cbsa,,iso1:us#cbsa:11540,,237974,,other,,,,,,,,4,4,4,4,4,,4,82155,156,,,,363,263,3,,,,,,0,,166313,154746,2024-07-21,,0.699,0.65,0,,4,95952,0.403,,,,665,419,2,67,39,3,0.009,,39,13,,,0,48446,0.204
11580,US,,,cbsa,,iso1:us#cbsa:11580,,38001,,other,,,,,,,0.55,4,4,4,4,4,,0,11318,11,,,,17,14,1,,6,3,1,,0,,23056,18568,2024-07-21,,0.607,0.489,0,,4,6729,0.177,,,,2033,1508,23,130,98,1,0.046,,4,22,,,0,2217,0.058
11620,US,,,cbsa,,iso1:us#cbsa:11620,,58364,,other,,,,,,,,4,4,4,4,4,,4,23662,105,,,,124,100,8,,,,,,0,,33034,26771,2024-07-21,,0.566,0.459,0,,4,11084,0.19,,,,252,196,4,14,14,1,,,10,10,,,,4272,0.073
11640,US,,,cbsa,,iso1:us#cbsa:11640,,174606,,other,20.9,,0.74,0.29,,,,2,4,2,4,0,,4,63909,0,,,,,,,,,,,,0,,,,2024-07-21,,,,0,,3,,,146.6,,,,,,,,,0.009,,,,2.2,,0,,
11660,US,,,cbsa,,iso1:us#cbsa:11660,,22320,,other,,,,,,,,4,4,4,4,4,,4,6452,0,,,,20,5,0,,0,0,0,,0,,13250,11408,2024-07-21,,0.594,0.511,0,,4,5374,0.241,,,,492,365,1,40,25,0,,,4,4,,,,2250,0.101
11700,US,,,cbsa,,iso1:us#cbsa:11700,,462680,,other,,,,,,,0.65,4,4,4,4,4,,0,129229,471,,,,1206,900,9,,125,81,3,,0,,310767,296642,2024-07-21,,0.672,0.641,0,,4,190041,0.411,,,,4975,3690,32,535,337,2,0.008,,32,16,,,0,,
11740,US,,,cbsa,,iso1:us#cbsa:11740,,53484,,other,,,,,,,0.88,4,4,4,4,4,,3,15080,31,,,,73,32,0,,8,7,0,,0,,25775,24093,2024-07-21,,0.482,0.45,0,,4,12945,0.242,,,,331,224,2,33,30,1,0.01,,4,4,,,0,5832,0.109
11780,US,,,cbsa,,iso1:us#cbsa:11780,,97241,,other,,,,,,,0.36,4,4,4,4,4,,0,26405,230,,,,393,218,0,,19,6,2,,0,,57526,53517,2024-07-21,,0.592,0.55,0,,4,30798,0.317,,,,5997,4395,11,731,591,2,0.002,,7,4,,,0,14461,0.149
11820,US,,,cbsa,,iso1:us#cbsa:11820,,40224,,other,,,,,,,0.09,4,4,4,4,4,,0,6447,10,,,,70,25,1,,13,1,0,,0,,32264,28230,2024-07-21,,0.802,0.702,0,,4,16302,0.405,,,,3624,3119,24,360,280,0,0.015,,5,5,,,0,8440,0.21
11860,US,,,cbsa,,iso1:us#cbsa:11860,,16073,,other,,,,,,,0.71,4,4,4,4,4,,1,5107,0,,,,25,10,1,,1,0,0,,0,,8878,7879,2024-07-21,,0.552,0.49,0,,4,4094,0.255,,,,25,10,1,1,0,0,,,9,9,,,,2018,0.126
11900,US,,,cbsa,,iso1:us#cbsa:11900,,65327,,other,,,,,,,0.93,4,4,4,4,4,,3,20249,10,,,,46,25,0,,5,5,0,,0,,36892,34105,2024-07-21,,0.565,0.522,0,,4,19627,0.3,,,,221,156,0,30,16,0,0.016,,5,9,,,0,10345,0.158
11940,US,,,cbsa,,iso1:us#cbsa:11940,,53794,,other,,,,,,,0.82,4,4,4,4,4,,2,20165,61,,,,47,35,1,,5,4,1,,0,,24788,22235,2024-07-21,,0.461,0.413,0,,4,10587,0.197,,,,2551,2040,8,313,244,2,0.03,,4,5,,,0,3866,0.072
11980,US,,,cbsa,,iso1:us#cbsa:11980,,82737,,other,,,,,,,0.93,4,4,4,4,4,,3,17812,197,,,,53,44,1,,9,9,1,,0,,37713,32923,2024-07-21,,0.456,0.398,0,,4,14321,0.173,,,,1175,945,10,193,180,2,0.019,,4,7,,,0,6039,0.073
12020,US,,,cbsa,,iso1:us#cbsa:12020,,213750,,other,,,,,,,,4,4,4,4,4,,4,57972,0,,,,,,,,,,,,0,,117462,106313,2024-07-21,,0.55,0.497,0,,4,55244,0.258,,,,1744,1430,7,284,259,2,,,,20,,,,25863,0.121
12060,US,,,cbsa,,iso1:us#cbsa:12060,,6020364,,other,,,,,,,0.8,4,4,4,4,4,,1,1660362,10003,,,,9987,7829,153,,1224,974,82,,0,,3673355,3243244,2024-07-21,,0.61,0.539,0,,4,1585847,0.263,,,,76881,61755,561,9739,7769,290,,,474,988,,,,684682,0.114
12100,US,,,cbsa,,iso1:us#cbsa:12100,,263670,,other,,,,,,,0.64,4,4,4,4,4,,0,92656,732,,,,758,485,1,,68,43,1,,0,,222684,186083,2024-07-21,,0.845,0.706,0,,4,96472,0.366,,,,883,565,3,84,50,0,0.001,,6,4,2.3,,0,36930,0.14
12120,US,,,cbsa,,iso1:us#cbsa:12120,,36633,,other,,,,,,,0.25,4,4,4,4,4,,0,12525,27,,,,71,18,1,,8,2,1,,0,,17690,13936,2024-07-21,,0.483,0.38,0,,4,5281,0.144,,,,1777,1217,3,158,119,1,,,5,6,,,,1639,0.045
12140,US,,,cbsa,,iso1:us#cbsa:12140,,43475,,other,,,,,,,0.77,4,4,4,4,4,,1,13809,0,,,,41,18,1,,8,6,0,,0,,20871,19159,2024-07-21,,0.48,0.441,0,,4,9535,0.219,,,,1545,1132,5,305,232,1,,,5,5,,,,3350,0.077
12180,US,,,cbsa,,iso1:us#cbsa:12180,,76576,,other,,,,,,,0.68,4,4,4,4,4,,0,20827,51,,,,99,63,1,,9,6,0,,0,,49523,46788,2024-07-21,,0.647,0.611,0,,4,27821,0.363,,,,1370,1182,14,198,168,2,0.013,,4,17,,,0,11916,0.156
12220,US,,,cbsa,,iso1:us#cbsa:12220,,164542,,other,,,,,,,0.73,4,4,4,4,4,,1,48043,89,,,,275,232,1,,24,17,1,,0,,82868,69440,2024-07-21,,0.504,0.422,0,,4,28752,0.175,,,,421,284,1,30,22,1,0.006,,5,5,,,0,10679,0.065
12260,US,,,cbsa,,iso1:us#cbsa:12260,,608980,,other,,,,,,,,4,4,4,4,4,,4,179968,819,,,,,,,,,,,,0,,372085,315835,2024-07-21,,0.611,0.519,0,,4,128757,0.211,,,,12229,8094,58,1575,1202,14,,,,28,,,,56069,0.092
12300,US,,,cbsa,,iso1:us#cbsa:12300,,122302,,other,,,,,,,0.59,4,4,4,4,4,,0,30593,45,,,,234,185,3,,20,11,1,,0,,107735,92419,2024-07-21,,0.881,0.756,0,,4,55133,0.451,,,,320,240,3,31,18,1,0.013,,5,5,4.1,,0,33990,0.278
12380,US,,,cbsa,,iso1:us#cbsa:12380,,40062,,other,,,,,,,,4,4,4,4,4,,4,13968,0,,,,,,,,,,,,0,,27603,25874,2024-07-21,,0.689,0.646,0,,4,16030,0.4,,,,1361,1078,1,169,111,0,,,,6,,,,8797,0.22
12420,US,,,cbsa,,iso1:us#cbsa:12420,,2227083,,other,,,,,,,,4,4,4,4,4,,4,617100,2325,,,,3006,2640,14,,433,397,52,,0,,1849805,1579565,2024-07-21,,0.831,0.709,0,,4,762547,0.342,,,,8938,7839,41,952,765,9,0.005,,73,129,,,0,402151,0.181
12460,US,,,cbsa,,iso1:us#cbsa:12460,,26404,,other,,,,,,,0.38,4,4,4,4,4,,0,8607,0,,,,31,17,0,,6,2,0,,0,,15511,13383,2024-07-21,,0.587,0.507,0,,4,5290,0.2,,,,56,35,0,6,2,0,,,4,4,,,,1591,0.06
12540,US,,,cbsa,,iso1:us#cbsa:12540,,900202,,other,,,,,,,0.76,4,4,4,4,4,,1,306594,2179,,,,743,598,2,,76,58,0,,0,,555059,496652,2024-07-21,,0.617,0.552,0,1357479,4,240737,0.267,,,,743,598,2,76,58,0,0.004,,7,7,0.8,,0,,
12580,US,,,cbsa,,iso1:us#cbsa:12580,,2800053,,other,,,,,,,0.82,4,4,4,4,4,,2,598751,5456,,,,5810,4977,64,,631,520,39,,0,,2405073,2147252,2024-07-21,,0.859,0.767,0,,4,1263834,0.451,,,,30303,25740,281,3184,2632,29,0.011,,158,102,,,0,666990,0.238
12620,US,,,cbsa,,iso1:us#cbsa:12620,,152148,,other,,,,,,,0.84,4,4,4,4,4,,2,38345,140,,,,461,403,1,,57,48,0,,0,,130427,113360,2024-07-21,,0.857,0.745,0,,4,67249,0.442,,,,660,489,1,71,53,0,0.002,,4,4,,,0,37292,0.245
12660,US,,,cbsa,,iso1:us#cbsa:12660,,64442,,other,,,,,,,0.52,4,4,4,4,4,,0,21294,0,,,,76,42,0,,9,4,0,,0,,45417,42303,2024-07-21,,0.705,0.656,0,,4,27326,0.424,,,,1591,1228,7,156,113,1,0.009,,4,6,,,0,15988,0.248
12680,US,,,cbsa,,iso1:us#cbsa:12680,,46233,,other,,,,,,,0.43,4,4,4,4,4,,0,18806,0,,,,40,17,1,,4,1,0,,0,,28364,25017,2024-07-21,,0.614,0.541,0,,4,12184,0.264,,,,3222,2655,13,350,288,0,,,4,10,,,,5330,0.115
12700,US,,,cbsa,,iso1:us#cbsa:12700,,212990,,other,,,,,,,0.63,4,4,4,4,4,,0,50014,350,,,,358,306,3,,34,21,0,,0,,,,2024-07-21,,,,0,,4,,,,,,10077,8826,71,751,617,4,0.011,,6,15,2.8,,0,,
12740,US,,,cbsa,,iso1:us#cbsa:12740,,58409,,other,,,,,,,0.62,4,4,4,4,4,,0,14429,0,,,,89,56,0,,14,8,0,,0,,51782,48998,2024-07-21,,0.887,0.839,0,,4,39456,0.676,,,,754,566,1,84,58,0,,,4,4,,,,,
12780,US,,,cbsa,,iso1:us#cbsa:12780,,51527,,other,,,,,,,0.77,4,4,4,4,4,,1,15953,42,,,,97,47,0,,8,6,2,,0,,30690,24081,2024-07-21,,0.596,0.467,0,,4,10592,0.206,,,,129,49,0,8,6,2,,,6,6,,,,5024,0.098
12860,US,,,cbsa,,iso1:us#cbsa:12860,,57280,,other,,,,,,,0.68,4,4,4,4,4,,0,16866,77,,,,82,44,0,,9,6,0,,0,,37553,35298,2024-07-21,,0.656,0.616,0,,4,19532,0.341,,,,4314,3875,71,490,393,4,0.009,,4,45,,,0,8284,0.145
12900,US,,,cbsa,,iso1:us#cbsa:12900,,55267,,other,,,,,,,,4,4,4,4,4,,4,18793,22,,,,,,,,,,,,0,,29082,24582,2024-07-21,,0.526,0.445,0,,4,11586,0.21,,,,567,368,1,48,34,1,,,,12,,,,4478,0.081
12940,US,,,cbsa,,iso1:us#cbsa:12940,,854884,,other,,,,,,,,4,4,4,4,4,,4,291989,1350,,,,,,,,,,,,0,,515166,459035,2024-07-21,,0.603,0.537,0,,4,207327,0.243,,,,16865,10945,60,1429,1009,14,,,,64,,,,67915,0.079
12980,US,,,cbsa,,iso1:us#cbsa:12980,,134159,,other,,,,,,,0.8,4,4,4,4,4,,1,43082,297,,,,201,155,0,,27,21,1,,0,,72806,72363,2024-07-21,,0.543,0.539,0,,4,40304,0.3,,,,239,164,0,33,24,1,0.003,,8,8,6.0,,0,14448,0.108
13020,US,,,cbsa,,iso1:us#cbsa:13020,,103126,,other,,,,,,,0.58,4,4,4,4,4,,0,32040,307,,,,318,206,1,,32,18,0,,0,,61688,60346,2024-07-21,,0.598,0.585,0,,4,35022,0.34,,,,397,239,0,47,22,0,0.004,,5,5,,,0,10198,0.099
13060,US,,,cbsa,,iso1:us#cbsa:13060,,36643,,other,,,,,,,0.45,4,4,4,4,4,,0,10609,25,,,,57,24,1,,4,2,1,,0,,20331,17387,2024-07-21,,0.555,0.474,0,,4,6440,0.176,,,,211,159,1,16,13,1,,,6,6,,,,2373,0.065
13100,US,,,cbsa,,iso1:us#cbsa:13100,,21513,,other,,,,,,,0.19,4,4,4,4,4,,0,4715,13,,,,22,7,0,,3,0,0,,0,,,10229,2024-07-21,,,0.475,0,,4,7237,0.336,,,,923,647,1,93,68,0,0.032,,4,4,18.6,,1,3087,0.143
13140,US,,,cbsa,,iso1:us#cbsa:13140,,392563,,other,,,,,,,,4,4,4,4,4,,4,99217,668,,,,,,,,,,,,0,,212434,184290,2024-07-21,,0.541,0.469,0,,4,72288,0.184,,,,2019,1714,18,227,180,5,,,,12,,,,23885,0.061
13180,US,,,cbsa,,iso1:us#cbsa:13180,,87839,,other,,,,,,,0.5,4,4,4,4,4,,0,33342,138,,,,74,45,0,,9,4,0,,0,,50828,47551,2024-07-21,,0.579,0.541,0,,4,28676,0.326,,,,561,366,4,61,31,0,,,5,5,,,,15348,0.175
13220,US,,,cbsa,,iso1:us#cbsa:13220,,115767,,other,,,,,,,,4,4,4,4,4,,4,48203,113,,,,296,234,2,,37,31,15,,0,,73088,65090,2024-07-21,,0.631,0.562,0,,4,29910,0.258,,,,642,484,4,74,56,1,,,24,10,,,,10772,0.093
13260,US,,,cbsa,,iso1:us#cbsa:13260,,45370,,other,,,,,,,0.23,4,4,4,4,4,,0,15070,20,,,,30,14,1,,10,2,0,,0,,25650,23369,2024-07-21,,0.565,0.515,0,,4,11683,0.258,,,,55,20,1,10,2,0,0.033,,4,4,,,0,3696,0.081
13300,US,,,cbsa,,iso1:us#cbsa:13300,,32565,,other,,,,,,,0.52,4,4,4,4,4,,0,10477,11,,,,35,22,0,,9,4,0,,0,,20190,16944,2024-07-21,,0.62,0.52,0,,4,6807,0.209,,,,66,27,0,9,4,0,,,5,5,,,,2197,0.067
13340,US,,,cbsa,,iso1:us#cbsa:13340,,45672,,other,,,,,,,0.31,4,4,4,4,4,,0,12875,0,,,,15,9,0,,7,2,0,,0,,21285,20190,2024-07-21,,0.466,0.442,0,,4,10517,0.23,,,,15,9,0,7,2,0,,,6,6,,,,4287,0.094
13380,US,,,cbsa,,iso1:us#cbsa:13380,,229247,,other,,,,,,,1.0,4,4,4,4,4,,3,49671,41,,,,227,209,2,,19,19,0,,0,,193336,172683,2024-07-21,,0.843,0.753,0,,4,104172,0.454,,,,227,209,2,19,19,0,0.013,,6,6,2.6,,0,60996,0.266
13420,US,,,cbsa,,iso1:us#cbsa:13420,,47188,,other,,,,,,,0.76,4,4,4,4,4,,1,14549,11,,,,127,57,1,,10,7,1,,0,,37729,34128,2024-07-21,,0.8,0.723,0,,4,21516,0.456,,,,135,65,1,10,7,1,0.012,,4,4,,,0,12196,0.258
13460,US,,,cbsa,,iso1:us#cbsa:13460,,197692,,other,,,,,,,0.54,4,4,4,4,4,,0,62530,108,,,,328,238,2,,30,16,0,,0,,159586,143077,2024-07-21,,0.807,0.724,0,,4,88972,0.45,,,,371,263,2,30,16,0,0.007,,5,5,2.5,,0,45728,0.231
13500,US,,,cbsa,,iso1:us#cbsa:13500,,26118,,other,,,,,,,,4,4,4,4,4,,4,10009,0,,,,,,,,,,,,0,,14110,12049,2024-07-21,,0.54,0.461,0,,4,4836,0.185,,,,802,687,3,101,79,1,,,,4,,,,1845,0.071
13540,US,,,cbsa,,iso1:us#cbsa:13540,,35470,,other,,,,,,,0.47,4,4,4,4,4,,0,12450,0,,,,99,38,0,,10,4,0,,0,,29768,27400,2024-07-21,,0.839,0.773,0,,4,21930,0.618,,,,1450,1227,9,120,89,0,,,8,4,,,,,
13620,US,,,cbsa,,iso1:us#cbsa:13620,,31563,,other,,,,,,,0.51,4,4,4,4,4,,0,8438,0,,,,57,29,1,,5,2,0,,0,,,,2024-07-21,,,,0,,4,,,,,,57,29,1,5,2,0,,,4,4,,,,,
13660,US,,,cbsa,,iso1:us#cbsa:13660,,43453,,other,,,,,,,0.96,4,4,4,4,4,,3,10413,0,,,,47,21,2,,4,3,0,,0,,18245,18905,2024-07-21,,0.42,0.435,0,,4,11315,0.26,,,,2025,1510,8,184,128,1,,,8,6,,,,3887,0.089
13700,US,,,cbsa,,iso1:us#cbsa:13700,,36664,,other,,,,,,,0.24,4,4,4,4,4,,0,8370,20,,,,102,17,0,,7,1,0,,0,,16524,14184,2024-07-21,,0.451,0.387,0,,4,3942,0.108,,,,102,17,0,7,1,0,,,5,5,,,,1396,0.038
13720,US,,,cbsa,,iso1:us#cbsa:13720,,41364,,other,,,,,,,,4,4,4,4,4,,4,15718,39,,,,77,77,2,,17,12,,,0,,23157,20856,2024-07-21,,0.56,0.504,0,45187,4,,,,,,82,77,5,12,6,2,,,,8,,,,,
13740,US,,,cbsa,,iso1:us#cbsa:13740,,181667,,other,,,,,,,,4,4,4,4,4,,4,56429,255,,,,591,436,87,,,,,,0,,108053,95958,2024-07-21,,0.595,0.528,0,,4,49274,0.271,,,,1927,1401,11,180,136,2,,,236,12,,,,24117,0.133
