fips,country,state,county,level,lat,locationId,long,population,metrics.testPositivityRatio,metrics.testPositivityRatioDetails.source,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,unused1,unused2,metrics.icuCapacityRatio,riskLevels.overall,riskLevels.testPositivityRatio,riskLevels.caseDensity,riskLevels.contactTracerCapacityRatio,riskLevels.infectionRate,unused3,riskLevels.icuCapacityRatio,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,unused4,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,unused5,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,lastUpdatedDate,url,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered,cdcTransmissionLevel,actuals.vaccinationsAdditionalDose,metrics.vaccinationsAdditionalDoseRatio,metrics.weeklyNewCasesPer100k,hsa,hsaPopulation,actuals.hsaHospitalBeds.capacity,actuals.hsaHospitalBeds.currentUsageTotal,actuals.hsaHospitalBeds.currentUsageCovid,actuals.hsaIcuBeds.capacity,actuals.hsaIcuBeds.currentUsageTotal,actuals.hsaIcuBeds.currentUsageCovid,metrics.bedsWithCovidPatientsRatio,hsaName,actuals.hospitalBeds.weeklyCovidAdmissions,actuals.hsaHospitalBeds.weeklyCovidAdmissions,metrics.weeklyCovidAdmissionsPer100k,communityLevels.cdcCommunityLevel,communityLevels.canCommunityLevel,actuals.vaccinationsFall2022BivalentBooster,metrics.vaccinationsFall2022BivalentBoosterRatio
19540,US,,,cbsa,,iso1:us#cbsa:19540,,35777,,other,,,,,,,0.36,4,4,4,4,4,,0,8834,0,,,,25,8,1,,6,2,0,,0,,13478,12381,2024-07-21,,0.377,0.346,0,,4,6460,0.181,,,,121,43,0,14,3,0,,,8,8,,,,2214,0.062
19580,US,,,cbsa,,iso1:us#cbsa:19580,,38087,,other,,,,,,,0.64,4,4,4,4,4,,0,12532,33,,,,40,16,0,,5,3,0,,0,,20345,19335,2024-07-21,,0.534,0.508,0,,4,10963,0.288,,,,117,43,0,14,6,1,0.012,,4,4,,,0,5129,0.135
19620,US,,,cbsa,,iso1:us#cbsa:19620,,49025,,other,,,,,,,0.87,4,4,4,4,4,,3,15376,99,,,,91,23,0,,4,3,0,,0,,45766,35177,2024-07-21,,0.934,0.718,0,,4,11821,0.241,,,,209,83,1,12,11,0,0.008,,4,5,,,0,4590,0.094
19660,US,,,cbsa,,iso1:us#cbsa:19660,,668365,,other,,,,,,,0.69,4,4,4,4,4,,0,179446,2254,,,,1809,1288,8,,209,145,5,,0,,475977,416607,2024-07-21,,0.712,0.623,0,,4,201394,0.301,,,,17148,13231,136,1736,1236,10,0.005,,15,128,2.2,,0,81470,0.122
19700,US,,,cbsa,,iso1:us#cbsa:19700,,23709,,other,,,,,,,0.73,4,4,4,4,4,,1,8106,0,,,,20,13,0,,2,1,0,,0,,18262,16063,2024-07-21,,0.77,0.678,0,,4,,,,,,379,270,2,58,43,0,,,6,4,,,,,
19740,US,,,cbsa,,iso1:us#cbsa:19740,,2967239,,other,,,,,,,0.7,4,4,4,4,4,,0,889981,4513,,,,5528,3981,23,,652,457,7,,0,,2478776,2259314,2024-07-21,,0.835,0.761,0,,4,1364616,0.46,,,,50507,36154,212,5950,4152,34,0.004,,42,135,,,0,710223,0.239
19760,US,,,cbsa,,iso1:us#cbsa:19760,,37497,,other,,,,,,,0.47,4,4,4,4,4,,0,11328,10,,,,49,22,0,,5,2,1,,0,,16336,13932,2024-07-21,,0.436,0.372,0,,4,5530,0.147,,,,824,385,0,71,30,0,0.017,,7,4,,,0,1496,0.04
19780,US,,,cbsa,,iso1:us#cbsa:19780,,699292,,other,,,,,,,,4,4,4,4,4,,4,206855,871,,,,,,,,,,,,0,,525995,481630,2024-07-21,,0.752,0.689,0,,4,283567,0.406,,,,7283,5711,13,562,485,2,,,,20,,,,153355,0.219
19820,US,,,cbsa,,iso1:us#cbsa:19820,,4319629,,other,,,,,,,0.76,4,4,4,4,4,,1,1375137,18870,,,,9570,7717,59,,1081,821,42,,0,,2687397,2577579,2024-07-21,,0.622,0.597,0,,4,1450767,0.336,,,,44845,36822,336,5031,3882,15,0.006,,179,237,,,0,309820,0.072
19860,US,,,cbsa,,iso1:us#cbsa:19860,,32417,,other,,,,,,,0.78,4,4,4,4,4,,1,14135,0,,,,23,14,2,,2,2,2,,0,,14873,12398,2024-07-21,,0.459,0.382,0,,4,5965,0.184,,,,46,28,5,5,4,4,,,12,24,,,,3038,0.094
19940,US,,,cbsa,,iso1:us#cbsa:19940,,34096,,other,,,,,,,0.43,4,4,4,4,4,,0,11719,10,,,,94,32,0,,6,2,0,,0,,22140,20739,2024-07-21,,0.649,0.608,0,,4,12333,0.362,,,,1059,645,5,131,80,1,0.009,,11,5,,,0,5756,0.169
19980,US,,,cbsa,,iso1:us#cbsa:19980,,33619,,other,,,,,,,0.1,4,4,4,4,4,,0,12565,28,,,,70,10,0,,11,1,1,,0,,18588,16337,2024-07-21,,0.553,0.486,0,,4,6510,0.194,,,,154,47,1,11,1,1,,,4,4,,,,1256,0.037
20020,US,,,cbsa,,iso1:us#cbsa:20020,,149358,,other,,,,,,,,4,4,4,4,4,,4,46839,281,,,,,,,,,,,,0,,79221,66297,2024-07-21,,0.53,0.444,0,,4,25133,0.168,,,,2263,1805,12,284,224,2,,,,12,,,,7555,0.051
20060,US,,,cbsa,,iso1:us#cbsa:20060,,51438,,other,,,,,,,,4,4,4,4,4,,4,14334,48,,,,,,,,,,,,0,,23533,20079,2024-07-21,,0.458,0.39,0,,4,6771,0.132,,,,246,178,1,28,16,1,,,,12,,,,1652,0.032
20100,US,,,cbsa,,iso1:us#cbsa:20100,,180786,,other,,,,,,,0.65,4,4,4,4,4,,0,64780,382,,,,300,290,8,,29,18,1,,0,,124753,107057,2024-07-21,,0.69,0.592,0,,4,53409,0.295,,,,1234,962,13,138,69,1,0.027,,8,23,4.4,,0,25718,0.142
20140,US,,,cbsa,,iso1:us#cbsa:20140,,64090,,other,,,,,,,,4,4,4,4,4,,4,21066,64,,,,,,,,,,,,0,,33584,28907,2024-07-21,,0.524,0.451,0,,4,10892,0.17,,,,615,369,6,67,41,2,,,,15,,,,3440,0.054
20180,US,,,cbsa,,iso1:us#cbsa:20180,,79255,,other,,,,,,,1.0,4,4,4,4,4,,3,24768,93,,,,190,165,1,,22,22,0,,0,,44462,40654,2024-07-21,,0.561,0.513,0,,4,19485,0.246,,,,480,365,1,40,31,0,0.008,,6,4,,,0,,
20220,US,,,cbsa,,iso1:us#cbsa:20220,,97311,,other,,,,,,,0.56,4,4,4,4,4,,0,31168,85,,,,286,151,0,,16,9,1,,0,,69682,65069,2024-07-21,,0.716,0.669,0,,4,39005,0.401,,,,411,224,0,24,11,1,0.002,,6,5,,,0,20505,0.211
20260,US,,,cbsa,,iso1:us#cbsa:20260,,288732,,other,,,,,,,,4,4,4,4,4,,4,90386,333,,,,789,511,25,,86,,,,0,,211651,191865,2024-07-21,,0.733,0.665,0,,4,125739,0.435,,,,3572,2195,16,382,258,2,,,42,40,,,,77079,0.267
20300,US,,,cbsa,,iso1:us#cbsa:20300,,20940,,other,,,,,,,,4,4,4,4,4,,4,5992,0,,,,16,9,0,,2,0,1,,0,,12907,10026,2024-07-21,,0.616,0.479,0,,4,2689,0.128,,,,807,638,5,95,83,0,,,6,10,,,,840,0.04
20340,US,,,cbsa,,iso1:us#cbsa:20340,,43143,,other,,,,,,,0.82,4,4,4,4,4,,2,13594,64,,,,62,46,0,,5,4,1,,0,,25749,21433,2024-07-21,,0.597,0.497,0,,4,9414,0.218,,,,72,55,0,5,4,1,0.012,,6,6,,,0,4315,0.1
20420,US,,,cbsa,,iso1:us#cbsa:20420,,56221,,other,,,,,,,0.6,4,4,4,4,4,,0,16061,12,,,,97,51,0,,12,7,0,,0,,46407,41311,2024-07-21,,0.825,0.735,0,,4,25934,0.461,,,,474,269,1,53,33,0,0.006,,5,4,,,0,12338,0.219
20460,US,,,cbsa,,iso1:us#cbsa:20460,,47995,,other,,,,,,,0.34,4,4,4,4,4,,0,17598,21,,,,138,57,0,,8,2,0,,0,,26225,21871,2024-07-21,,0.546,0.456,0,,4,8315,0.173,,,,549,388,0,54,47,1,,,4,5,,,,3109,0.065
20500,US,,,cbsa,,iso1:us#cbsa:20500,,644367,,other,,,,,,,,4,4,4,4,4,,4,194685,147,,,,2153,1961,84,,267,247,39,,0,,487715,463540,2024-07-21,,0.757,0.719,0,,4,323390,0.502,,,,6052,5552,126,811,714,22,,,162,36,,,,,
20540,US,,,cbsa,,iso1:us#cbsa:20540,,37159,,other,,,,,,,0.2,4,4,4,4,4,,0,15929,23,,,,177,37,1,,14,2,0,,0,,17786,15590,2024-07-21,,0.479,0.42,0,,4,6423,0.173,,,,197,48,1,14,2,0,,,5,5,,,,2073,0.056
20580,US,,,cbsa,,iso1:us#cbsa:20580,,58722,,other,,,,,,,0.93,4,4,4,4,4,,3,25433,236,,,,118,59,1,,8,8,0,,0,,123050,61619,2024-07-21,,0.95,0.95,0,,4,22353,0.381,,,,209,83,1,12,11,0,0.008,,5,5,8.5,,0,17228,0.293
20660,US,,,cbsa,,iso1:us#cbsa:20660,,37181,,other,,,,,,,0.89,4,4,4,4,4,,3,7316,0,,,,124,104,2,,9,8,1,,0,,32023,28563,2024-07-21,,0.861,0.768,0,,4,17769,0.478,,,,124,104,2,9,8,1,0.022,,4,4,,,0,9942,0.267
20700,US,,,cbsa,,iso1:us#cbsa:20700,,170271,,other,,,,,,,0.75,4,4,4,4,4,,1,48526,245,,,,256,204,2,,22,16,0,,0,,116572,103097,2024-07-21,,0.685,0.605,0,,4,45520,0.267,,,,2255,1837,11,273,181,1,0.008,,5,7,,,0,,
20740,US,,,cbsa,,iso1:us#cbsa:20740,,169304,,other,,,,,,,,4,4,4,4,4,,4,59464,49,,,,319,232,1,,,,,,0,,111235,105141,2024-07-21,,0.657,0.621,0,,4,66855,0.395,,,,735,509,3,42,37,2,0.006,,11,8,,,0,35940,0.212
20780,US,,,cbsa,,iso1:us#cbsa:20780,,55127,,other,,,,,,,0.4,4,4,4,4,4,,0,18963,0,,,,56,13,0,,5,2,0,,0,,59113,47466,2024-07-21,,0.95,0.861,0,,4,23906,0.434,,,,548,329,1,63,17,0,,,6,6,,,,11311,0.205
20820,US,,,cbsa,,iso1:us#cbsa:20820,,34008,,other,,,,,,,0.37,4,4,4,4,4,,0,12962,29,,,,109,39,1,,10,3,0,,0,,18424,17068,2024-07-21,,0.542,0.502,0,,4,9072,0.267,,,,25,7,1,10,3,0,0.016,,4,4,,,0,3863,0.114
20900,US,,,cbsa,,iso1:us#cbsa:20900,,41556,,other,,,,,,,0.93,4,4,4,4,4,,3,12025,27,,,,28,13,0,,2,1,1,,0,,24697,21151,2024-07-21,,0.594,0.509,0,,4,7826,0.188,,,,211,159,1,16,13,1,,,4,6,,,,2711,0.065
20940,US,,,cbsa,,iso1:us#cbsa:20940,,181215,,other,,,,,,,0.46,4,4,4,4,4,,0,91128,712,,,,261,105,0,,16,7,0,,0,,273142,181580,2024-07-21,,0.95,0.95,0,551502,4,84039,0.464,,,,5754,4026,29,540,346,2,0.003,,4,13,,,0,,
20980,US,,,cbsa,,iso1:us#cbsa:20980,,38682,,other,,,,,,,1.0,4,4,4,4,4,,3,11606,10,,,,43,43,0,,4,4,0,,0,,25482,20062,2024-07-21,,0.659,0.519,0,,4,8060,0.208,,,,69,56,0,8,5,1,,,6,6,,,,3439,0.089
21020,US,,,cbsa,,iso1:us#cbsa:21020,,53287,,other,,,,,,,,4,4,4,4,4,,4,14380,10,,,,,,,,,,,,0,,30077,27591,2024-07-21,,0.564,0.518,0,,4,14815,0.278,,,,220,189,1,20,17,2,,,,10,,,,,
21060,US,,,cbsa,,iso1:us#cbsa:21060,,153928,,other,,,,,,,,4,4,4,4,4,,4,55418,202,,,,,,,,,,,,0,,110075,93874,2024-07-21,,0.715,0.61,0,,4,41483,0.269,,,,1077,716,6,78,55,3,,,,21,,,,17307,0.112
21120,US,,,cbsa,,iso1:us#cbsa:21120,,21859,,other,,,,,,,0.2,4,4,4,4,4,,0,7340,24,,,,62,17,0,,4,0,0,,0,,10748,9340,2024-07-21,,0.492,0.427,0,,4,4114,0.188,,,,77,22,0,4,0,0,,,4,6,,,,1713,0.078
21140,US,,,cbsa,,iso1:us#cbsa:21140,,206341,,other,,,,,,,0.59,4,4,4,4,4,,0,61856,402,,,,311,201,2,,35,20,0,,0,,105805,93856,2024-07-21,,0.513,0.455,0,,4,44505,0.216,,,,383,247,2,47,28,0,0.008,,4,4,,,0,16124,0.078
21180,US,,,cbsa,,iso1:us#cbsa:21180,,28695,,other,,,,,,,0.73,4,4,4,4,4,,1,12342,0,,,,32,27,0,,9,6,0,,0,,18003,16259,2024-07-21,,0.627,0.567,0,,4,8390,0.292,,,,64,38,0,9,6,0,0.018,,4,4,,,0,2962,0.103
21220,US,,,cbsa,,iso1:us#cbsa:21220,,54807,,other,,,,,,,0.91,4,4,4,4,4,,3,13225,0,,,,25,14,0,,4,4,0,,0,,28692,24224,2024-07-21,,0.524,0.442,0,,4,9903,0.181,,,,54,31,1,8,8,1,,,4,8,,,,3617,0.066
21260,US,,,cbsa,,iso1:us#cbsa:21260,,47935,,other,,,,,,,0.57,4,4,4,4,4,,0,10504,12,,,,25,13,0,,6,3,0,,0,,30302,26971,2024-07-21,,0.632,0.563,0,,4,14838,0.31,,,,229,210,1,19,16,0,0.023,,4,5,,,0,8721,0.182
21300,US,,,cbsa,,iso1:us#cbsa:21300,,83456,,other,,,,,,,0.71,4,4,4,4,4,,1,27030,46,,,,194,138,5,,20,14,1,,0,,60280,53695,2024-07-21,,0.722,0.643,0,,4,29433,0.353,,,,300,213,6,28,19,1,0.027,,8,8,9.6,,0,13845,0.166
21340,US,,,cbsa,,iso1:us#cbsa:21340,,844124,,other,,,,,,,0.89,4,4,4,4,4,,3,247779,3570,,,,1491,1395,15,,158,140,4,,0,,990160,726628,2024-07-21,,0.95,0.861,0,,4,290856,0.345,,,,3006,2790,30,317,280,8,0.01,,8,16,0.9,,0,156982,0.186
21380,US,,,cbsa,,iso1:us#cbsa:21380,,35843,,other,,,,,,,,4,4,4,4,4,,4,12912,12,,,,,,,,,,,,0,,23272,21129,2024-07-21,,0.649,0.589,0,,4,10995,0.307,,,,124,56,2,12,2,1,,,,8,,,,4406,0.123
21420,US,,,cbsa,,iso1:us#cbsa:21420,,61056,,other,,,,,,,0.7,4,4,4,4,4,,0,18273,95,,,,152,73,0,,12,8,0,,0,,37973,32160,2024-07-21,,0.622,0.527,0,,4,12693,0.208,,,,206,100,0,12,8,0,0.006,,8,8,,,0,5698,0.093
21460,US,,,cbsa,,iso1:us#cbsa:21460,,52342,,other,,,,,,,0.32,4,4,4,4,4,,0,17335,82,,,,54,29,1,,9,2,0,,0,,32411,25632,2024-07-21,,0.619,0.49,0,,4,8413,0.161,,,,754,601,4,94,74,0,,,4,4,,,,2437,0.047
21500,US,,,cbsa,,iso1:us#cbsa:21500,,269728,,other,,,,,,,0.73,4,4,4,4,4,,1,73039,561,,,,829,562,2,,125,91,1,,0,,188698,168480,2024-07-21,,0.7,0.625,0,,4,84154,0.312,,,,1014,694,6,146,103,1,0.003,,5,5,1.9,,0,,
21540,US,,,cbsa,,iso1:us#cbsa:21540,,35784,,other,,,,,,,,4,4,4,4,4,,4,12666,24,,,,32,19,0,,7,1,0,,0,,23815,22920,2024-07-21,,0.666,0.641,0,,4,12618,0.353,,,,292,182,3,30,17,0,0.027,,4,4,,,0,5055,0.141
21580,US,,,cbsa,,iso1:us#cbsa:21580,,38921,,other,,,,,,,1.0,4,4,4,4,4,,3,13611,0,,,,34,17,0,,3,3,0,,0,,30968,27428,2024-07-21,,0.796,0.705,0,,4,,,,,,314,237,6,35,22,0,0.021,,4,5,,,0,,
21640,US,,,cbsa,,iso1:us#cbsa:21640,,26985,,other,,,,,,,,4,4,4,4,4,,4,8134,19,,,,,,,,,,,,0,,15214,12512,2024-07-21,,0.564,0.464,0,,4,4716,0.175,,,,1508,1203,8,189,149,1,,,,8,,,,1255,0.047
21660,US,,,cbsa,,iso1:us#cbsa:21660,,382067,,other,,,,,,,0.95,4,4,4,4,4,,3,80639,282,,,,382,382,3,,48,45,1,,0,,299856,268565,2024-07-21,,0.785,0.703,0,,4,163600,0.428,,,,523,482,4,64,54,1,0.008,,5,5,1.3,,0,90048,0.236
21700,US,,,cbsa,,iso1:us#cbsa:21700,,135558,,other,,,,,,,0.64,4,4,4,4,4,,0,29502,39,,,,156,129,1,,21,13,0,,0,,101670,92530,2024-07-21,,0.75,0.683,0,292396,4,59508,0.439,,,,156,129,1,21,13,0,0.007,,4,4,,,0,,
21740,US,,,cbsa,,iso1:us#cbsa:21740,,20226,,other,,,,,,,,4,4,4,4,4,,4,6447,0,,,,44,2,1,,6,1,0,,0,,12818,10932,2024-07-21,,0.634,0.54,0,,4,4696,0.232,,,,44,2,1,6,1,0,,,4,4,,,,1998,0.099
21780,US,,,cbsa,,iso1:us#cbsa:21780,,315086,,other,,,,,,,,4,4,4,4,4,,4,121772,463,,,,,,,,,,,,0,,207234,188027,2024-07-21,,0.658,0.597,0,,4,98529,0.313,,,,2411,1939,18,331,253,19,,,,31,,,,38109,0.121
21820,US,,,cbsa,,iso1:us#cbsa:21820,,96849,,other,,,,,,,0.53,4,4,4,4,4,,0,32476,38,,,,101,69,1,,13,6,0,,0,,69308,62227,2024-07-21,,0.716,0.643,0,,4,26134,0.27,,,,101,69,1,13,6,0,0.01,,4,4,4.1,,0,11894,0.123
21840,US,,,cbsa,,iso1:us#cbsa:21840,,18295,,other,,,,,,,,4,4,4,4,4,,4,4462,10,,,,25,5,0,,2,0,0,,0,,9978,9131,2024-07-21,,0.545,0.499,0,,4,5146,0.281,,,,133,67,0,3,0,0,,,6,4,,,,2912,0.159
21860,US,,,cbsa,,iso1:us#cbsa:21860,,19683,,other,,,,,,,,4,4,4,4,4,,4,6820,0,,,,25,9,1,,,,,,0,,11977,11269,2024-07-21,,0.608,0.573,0,,4,7013,0.356,,,,50,15,1,1,0,,0.046,,4,4,,,0,3615,0.184
21900,US,,,cbsa,,iso1:us#cbsa:21900,,56072,,other,,,,,,,,4,4,4,4,4,,4,20646,34,,,,5,2,0,,,,,,0,,36576,33054,2024-07-21,,0.652,0.589,0,,4,17776,0.317,,,,814,710,6,119,87,1,,,7,6,,,,6954,0.124
21980,US,,,cbsa,,iso1:us#cbsa:21980,,24909,,other,,,,,,,0.25,4,4,4,4,4,,0,7668,0,,,,25,15,0,,4,1,0,,0,,16252,14030,2024-07-21,,0.652,0.563,0,,4,6107,0.245,,,,1333,983,11,160,108,1,0.023,,4,7,,,0,2576,0.103
22020,US,,,cbsa,,iso1:us#cbsa:22020,,246145,,other,,,,,,,,4,4,4,4,4,,4,96054,80,,,,,,,,,,,,0,,191495,160512,2024-07-21,,0.778,0.652,0,,4,80820,0.328,,,,1599,1077,8,253,88,2,,,,10,,,,52006,0.211
22060,US,,,cbsa,,iso1:us#cbsa:22060,,66972,,other,,,,,,,,4,4,4,4,4,,4,20848,60,,,,22,22,0,,,,,,0,,47075,44064,2024-07-21,,0.703,0.658,0,,4,27298,0.408,,,,22,22,0,,,,0.031,,7,7,,,0,17065,0.255
22100,US,,,cbsa,,iso1:us#cbsa:22100,,67215,,other,,,,,,,0.64,4,4,4,4,4,,0,23843,30,,,,54,39,2,,5,3,0,,0,,34336,30346,2024-07-21,,0.511,0.451,0,,4,13332,0.198,,,,5233,4712,55,684,618,12,,,5,19,,,,6426,0.096
22140,US,,,cbsa,,iso1:us#cbsa:22140,,123958,,other,,,,,,,0.74,4,4,4,4,4,,1,53330,520,,,,172,135,1,,23,17,0,,0,,96812,82806,2024-07-21,,0.781,0.668,0,,4,,,,,,474,269,1,53,33,0,0.006,,4,4,,,0,,
22180,US,,,cbsa,,iso1:us#cbsa:22180,,526719,,other,,,,,,,,4,4,4,4,4,,4,179763,500,,,,770,591,10,,87,72,7,,0,,327043,290625,2024-07-21,,0.621,0.552,0,,4,133499,0.253,,,,2079,1690,31,284,230,7,,,29,19,,,,,
22220,US,,,cbsa,,iso1:us#cbsa:22220,,534904,,other,,,,,,,0.77,4,4,4,4,4,,1,167625,877,,,,621,519,2,,93,71,2,,0,,382021,314799,2024-07-21,,0.714,0.589,0,,4,143164,0.268,,,,1960,1600,11,295,228,4,0.004,,12,36,,,0,73173,0.137
22260,US,,,cbsa,,iso1:us#cbsa:22260,,58746,,other,,,,,,,0.33,4,4,4,4,4,,0,16713,21,,,,54,32,0,,3,1,0,,0,,34249,31389,2024-07-21,,0.583,0.534,0,,4,21252,0.362,,,,60,36,1,3,1,0,,,6,6,,,,12703,0.216
22280,US,,,cbsa,,iso1:us#cbsa:22280,,57510,,other,,,,,,,,4,4,4,4,4,,4,12376,21,,,,14,2,1,,3,2,,,0,,29149,25308,2024-07-21,,0.507,0.44,0,,4,10280,0.179,,,,1333,983,11,160,108,1,,,5,7,,,,5785,0.101
22300,US,,,cbsa,,iso1:us#cbsa:22300,,75783,,other,,,,,,,0.59,4,4,4,4,4,,0,21663,64,,,,150,112,1,,52,30,1,,0,,42764,39791,2024-07-21,,0.564,0.525,0,,4,21902,0.289,,,,214,147,0,60,33,1,0.01,,7,7,,,0,9892,0.131
22340,US,,,cbsa,,iso1:us#cbsa:22340,,16700,,other,,,,,,,,4,4,4,4,4,,4,5006,0,,,,46,13,0,,5,0,0,,0,,7651,6699,2024-07-21,,0.458,0.401,0,,4,2501,0.15,,,,182,136,0,20,14,1,,,4,4,,,,744,0.045
22380,US,,,cbsa,,iso1:us#cbsa:22380,,143476,,other,,,,,,,0.91,4,4,4,4,4,,3,53657,161,,,,213,190,1,,35,32,0,,0,,137911,119393,2024-07-21,,0.95,0.832,0,,4,64648,0.451,,,,9997,7989,56,1121,759,2,0.005,,7,36,,,0,30041,0.209
22420,US,,,cbsa,,iso1:us#cbsa:22420,,405813,,other,,,,,,,0.9,4,4,4,4,4,,3,126855,1642,,,,797,709,9,,126,113,2,,0,,216533,209453,2024-07-21,,0.534,0.516,0,,4,115937,0.286,,,,891,778,9,136,122,2,0.011,,5,5,1.2,,0,27547,0.068
22500,US,,,cbsa,,iso1:us#cbsa:22500,,204911,,other,,,,,,,0.8,4,4,4,4,4,,1,73315,421,,,,763,670,8,,96,77,5,,0,,129600,112601,2024-07-21,,0.632,0.55,0,,4,49722,0.243,,,,1604,1374,7,202,159,3,0.012,,30,8,,,0,17331,0.085
22520,US,,,cbsa,,iso1:us#cbsa:22520,,147970,,other,,,,,,,0.52,4,4,4,4,4,,0,52312,221,,,,535,372,6,,58,30,1,,0,,87653,72340,2024-07-21,,0.592,0.489,0,,4,29434,0.199,,,,1268,816,13,136,64,2,0.013,,17,10,,,0,10289,0.07
22540,US,,,cbsa,,iso1:us#cbsa:22540,,103403,,other,,,,,,,0.55,4,4,4,4,4,,0,39695,45,,,,133,94,1,,18,9,0,,0,,65217,59933,2024-07-21,,0.631,0.58,0,,4,35639,0.345,,,,561,366,4,61,31,0,0.012,,5,5,,,0,18040,0.174
22580,US,,,cbsa,,iso1:us#cbsa:22580,,67029,,other,,,,,,,0.39,4,4,4,4,4,,0,21794,144,,,,125,47,0,,10,3,0,,0,,30442,28547,2024-07-21,,0.454,0.426,0,,4,15372,0.229,,,,918,665,3,69,48,0,,,4,4,,,,,
22620,US,,,cbsa,,iso1:us#cbsa:22620,,24994,,other,,,,,,,0.1,4,4,4,4,4,,0,8609,0,,,,70,3,0,,6,0,0,,0,,15519,13097,2024-07-21,,0.621,0.524,0,,4,4968,0.199,,,,117,17,1,6,0,0,,,4,4,,,,1468,0.059
22660,US,,,cbsa,,iso1:us#cbsa:22660,,356899,,other,,,,,,,0.6,4,4,4,4,4,,0,110985,299,,,,656,384,5,,72,43,0,,0,,283114,254826,2024-07-21,,0.793,0.714,0,,4,161142,0.452,,,,656,384,5,72,43,0,0.008,,4,4,1.1,,0,88185,0.247
22700,US,,,cbsa,,iso1:us#cbsa:22700,,35904,,other,,,,,,,0.93,4,4,4,4,4,,3,12154,0,,,,50,45,0,,9,8,1,,0,,23053,21309,2024-07-21,,0.642,0.593,0,,4,11921,0.332,,,,62,49,0,9,8,1,,,6,6,,,,5698,0.159
22780,US,,,cbsa,,iso1:us#cbsa:22780,,52607,,other,,,,,,,,4,4,4,4,4,,4,10874,0,,,,,,,,,,,,0,,36032,32847,2024-07-21,,0.685,0.624,0,,4,9237,0.176,,,,159,118,2,14,9,0,,,,5,,,,3227,0.061
22800,US,,,cbsa,,iso1:us#cbsa:22800,,58162,,other,,,,,,,,4,4,4,4,4,,4,16624,10,,,,,,,,,,,,0,,33097,29275,2024-07-21,,0.569,0.503,0,,4,14622,0.251,,,,54,36,1,1,1,2,,,,12,,,,6949,0.119
22820,US,,,cbsa,,iso1:us#cbsa:22820,,29068,,other,,,,,,,0.2,4,4,4,4,4,,0,7069,21,,,,51,15,1,,5,1,0,,0,,16261,14543,2024-07-21,,0.559,0.5,0,,4,6887,0.237,,,,450,212,1,54,17,0,,,4,7,,,,2572,0.088
22840,US,,,cbsa,,iso1:us#cbsa:22840,,71513,,other,,,,,,,0.71,4,4,4,4,4,,1,22651,104,,,,59,32,0,,6,4,0,,0,,30901,25210,2024-07-21,,0.432,0.353,0,,4,9896,0.138,,,,561,409,1,76,67,2,,,4,6,,,,3166,0.044
22860,US,,,cbsa,,iso1:us#cbsa:22860,,47429,,other,,,,,,,0.69,4,4,4,4,4,,0,11915,0,,,,49,17,0,,7,4,0,,0,,33046,28693,2024-07-21,,0.697,0.605,0,,4,9282,0.196,,,,824,385,0,71,30,0,0.015,,4,4,,,0,2018,0.043
22900,US,,,cbsa,,iso1:us#cbsa:22900,,250368,,other,,,,,,,,4,4,4,4,4,,4,77035,247,,,,547,438,82,,,,,,0,,150811,124559,2024-07-21,,0.602,0.498,0,,4,52465,0.21,,,,2444,1859,28,214,189,2,,,213,16,,,,21051,0.084
23060,US,,,cbsa,,iso1:us#cbsa:23060,,413263,,other,,,,,,,,4,4,4,4,4,,4,137565,916,,,,1418,1063,9,,,,,,0,,249086,226031,2024-07-21,,0.603,0.547,0,,4,112240,0.272,,,,3090,2265,10,611,465,2,,,19,10,,,,39410,0.095
23140,US,,,cbsa,,iso1:us#cbsa:23140,,32399,,other,,,,,,,,4,4,4,4,4,,4,10818,0,,,,12,3,0,,,,,,0,,18102,16466,2024-07-21,,0.559,0.508,0,,4,7788,0.24,,,,379,257,3,66,36,0,,,4,5,,,,2790,0.086
23180,US,,,cbsa,,iso1:us#cbsa:23180,,73738,,other,,,,,,,,4,4,4,4,4,,4,26608,11,,,,,,,,,,,,0,,51412,45946,2024-07-21,,0.697,0.623,0,,4,23493,0.319,,,,260,124,1,20,10,1,,,,10,,,,11431,0.155
23240,US,,,cbsa,,iso1:us#cbsa:23240,,26988,,other,,,,,,,0.92,4,4,4,4,4,,3,6238,0,,,,89,24,1,,5,4,0,,0,,16904,14863,2024-07-21,,0.626,0.551,0,,4,6937,0.257,,,,248,108,0,12,9,0,,,4,11,,,,3218,0.119
23300,US,,,cbsa,,iso1:us#cbsa:23300,,44498,,other,,,,,,,0.27,4,4,4,4,4,,0,15367,11,,,,100,55,0,,8,2,1,,0,,30270,27908,2024-07-21,,0.68,0.627,0,,4,15882,0.357,,,,411,224,0,24,11,1,,,5,5,,,,7187,0.162
